Average.Position.Z.178:                    40.6
Average.Position.X.179:                    4.43
Average.Position.Y.179:                    27.11
Average.Position.Z.179:                    41.27
Average.Position.X.180:                    -4.41
Average.Position.Y.180:                    27.09
Average.Position.Z.180:                    41.31
Average.Position.X.181:                    -12.21
Average.Position.Y.181:                    26.02
Average.Position.Z.181:                    40.71
Average.Position.X.182:                    -19.17
Average.Position.Y.182:                    19.17
Average.Position.Z.182:                    40.51
Average.Position.X.183:                    -26.01
Average.Position.Y.183:                    12.23
Average.Position.Z.183:                    40.62
Average.Position.X.184:                    -27.14
Average.Position.Y.184:                    4.46
Average.Position.Z.184:                    41.36
Average.Position.X.185:                    -27.15
Average.Position.Y.185:                    -4.38
Average.Position.Z.185:                    41.28
Average.Position.X.186:                    -25.99
Average.Position.Y.186:                    -12.24
Average.Position.Z.186:                    40.72
Average.Position.X.187:                    -19.14
Average.Position.Y.187:                    -19.11
Average.Position.Z.187:                    40.5
Average.Position.X.188:                    -12.24
Average.Position.Y.188:                    -26.02
Average.Position.Z.188:                    40.59
Average.Position.X.189:                    -4.41
Average.Position.Y.189:                    -27.11
Average.Position.Z.189:                    41.32
Average.Position.X.190:                    4.4
Average.Position.Y.190:                    -21.87
Average.Position.Z.190:                    41.14
Average.Position.X.191:                    12.2
Average.Position.Y.191:                    -19.12
Average.Position.Z.191:                    40.52
Average.Position.X.192:                    19.15
Average.Position.Y.192:                    -12.22
Average.Position.Z.192:                    40.48
Average.Position.X.193:                    21.88
Average.Position.Y.193:                    -4.41
Average.Position.Z.193:                    41.18
Average.Position.X.194:                    21.88
Average.Position.Y.194:                    4.41
Average.Position.Z.194:                    41.11
Average.Position.X.195:                    19.11
Average.Position.Y.195:                    12.22
Average.Position.Z.195:                    40.54
Average.Position.X.196:                    12.22
Average.Position.Y.196:                    19.14
Average.Position.Z.196:                    40.53
Average.Position.X.197:                    4.38
Average.Position.Y.197:                    21.87
Average.Position.Z.197:                    41.09
Average.Position.X.198:                    -4.36
Average.Position.Y.198:                    21.88
Average.Position.Z.198:                    41.06
Average.Position.X.199:                    -12.22
Average.Position.Y.199:                    19.11
Average.Position.Z.199:                    40.54
Average.Position.X.200:                    -19.16
Average.Position.Y.200:                    12.26
Average.Position.Z.200:                    40.41
Average.Position.X.201:                    -21.87
Average.Position.Y.201:                    4.41
Average.Position.Z.201:                    41.11
Average.Position.X.202:                    -21.85
Average.Position.Y.202:                    -4.43
Average.Position.Z.202:                    41.13
Average.Position.X.203:                    -19.13
Average.Position.Y.203:                    -12.22
Average.Position.Z.203:                    40.47
Average.Position.X.204:                    -12.22
Average.Position.Y.204:                    -19.12
Average.Position.Z.204:                    40.49
Average.Position.X.205:                    -4.41
Average.Position.Y.205:                    -21.87
Average.Position.Z.205:                    41.13
Average.Position.X.206:                    4.42
Average.Position.Y.206:                    -16.59
Average.Position.Z.206:                    41.08
Average.Position.X.207:                    12.2
Average.Position.Y.207:                    -12.2
Average.Position.Z.207:                    40.46
Average.Position.X.208:                    16.62
Average.Position.Y.208:                    -4.43
Average.Position.Z.208:                    41.07
Average.Position.X.209:                    16.58
Average.Position.Y.209:                    4.39
Average.Position.Z.209:                    41.15
Average.Position.X.210:                    12.21
Average.Position.Y.210:                    12.19
Average.Position.Z.210:                    40.51
Average.Position.X.211:                    4.43
Average.Position.Y.211:                    16.61
Average.Position.Z.211:                    41.08
Average.Position.X.212:                    -4.44
Average.Position.Y.212:                    16.62
Average.Position.Z.212:                    41.11
Average.Position.X.213:                    -12.2
Average.Position.Y.213:                    12.18
Average.Position.Z.213:                    40.46
Average.Position.X.214:                    -16.61
Average.Position.Y.214:                    4.39
Average.Position.Z.214:                    41.06
Average.Position.X.215:                    -16.59
Average.Position.Y.215:                    -4.39
Average.Position.Z.215:                    41.08
Average.Position.X.216:                    -12.21
Average.Position.Y.216:                    -12.19
Average.Position.Z.216:                    40.46
Average.Position.X.217:                    -4.39
Average.Position.Y.217:                    -16.6
Average.Position.Z.217:                    41.11
Average.Position.X.218:                    4.43
Average.Position.Y.218:                    -11.21
Average.Position.Z.218:                    41.67
Average.Position.X.219:                    11.22
Average.Position.Y.219:                    -4.43
Average.Position.Z.219:                    41.59
Average.Position.X.220:                    11.21
Average.Position.Y.220:                    4.43
Average.Position.Z.220:                    41.62
Average.Position.X.221:                    4.44
Average.Position.Y.221:                    11.24
Average.Position.Z.221:                    41.51
Average.Position.X.222:                    -4.44
Average.Position.Y.222:                    11.21
Average.Position.Z.222:                    41.64
Average.Position.X.223:                    -11.21
Average.Position.Y.223:                    4.46
Average.Position.Z.223:                    41.53
Average.Position.X.224:                    -11.23
Average.Position.Y.224:                    -4.43
Average.Position.Z.224:                    41.56
Average.Position.X.225:                    -4.42
Average.Position.Y.225:                    -11.24
Average.Position.Z.225:                    41.6
Average.Position.X.226:                    0.0
Average.Position.Y.226:                    0.0
Average.Position.Z.226:                    0.0
Average.Position.X.227:                    0.0
Average.Position.Y.227:                    0.0
Average.Position.Z.227:                    0.0
Average.Position.X.228:                    0.0
Average.Position.Y.228:                    0.0
Average.Position.Z.228:                    0.0
Average.Position.X.300:                    -18.73
Average.Position.Y.300:                    29.75
Average.Position.Z.300:                    23.42
Average.Position.X.301:                    -16.09
Average.Position.Y.301:                    29.91
Average.Position.Z.301:                    23.49
Average.Position.X.302:                    -18.74
Average.Position.Y.302:                    28.87
Average.Position.Z.302:                    26.15
Average.Position.X.303:                    -15.97
Average.Position.Y.303:                    29.61
Average.Position.Z.303:                    26.15
Average.Position.X.304:                    -25.71
Average.Position.Y.304:                    24.46
Average.Position.Z.304:                    23.4
Average.Position.X.305:                    -23.06
Average.Position.Y.305:                    24.71
Average.Position.Z.305:                    23.48
Average.Position.X.306:                    -25.75
Average.Position.Y.306:                    23.54
Average.Position.Z.306:                    26.17
Average.Position.X.307:                    -22.94
Average.Position.Y.307:                    24.55
Average.Position.Z.307:                    26.16
Average.Position.X.308:                    -29.91
Average.Position.Y.308:                    16.1
Average.Position.Z.308:                    23.45
Average.Position.X.309:                    -29.85
Average.Position.Y.309:                    18.69
Average.Position.Z.309:                    23.4
Average.Position.X.310:                    -29.65
Average.Position.Y.310:                    15.96
Average.Position.Z.310:                    26.17
Average.Position.X.311:                    -28.82
Average.Position.Y.311:                    18.73
Average.Position.Z.311:                    26.13
Average.Position.X.312:                    -32.9
Average.Position.Y.312:                    9.13
Average.Position.Z.312:                    23.41
Average.Position.X.313:                    -32.79
Average.Position.Y.313:                    11.77
Average.Position.Z.313:                    23.46
Average.Position.X.314:                    -32.43
Average.Position.Y.314:                    9.01
Average.Position.Z.314:                    26.16
Average.Position.X.315:                    -31.95
Average.Position.Y.315:                    11.77
Average.Position.Z.315:                    26.15
Average.Position.X.316:                    -32.81
Average.Position.Y.316:                    -11.73
Average.Position.Z.316:                    23.43
Average.Position.X.317:                    -32.92
Average.Position.Y.317:                    -9.1
Average.Position.Z.317:                    23.45
Average.Position.X.318:                    -31.93
Average.Position.Y.318:                    -11.77
Average.Position.Z.318:                    26.15
Average.Position.X.319:                    -32.29
Average.Position.Y.319:                    -9.01
Average.Position.Z.319:                    26.12
Average.Position.X.320:                    -29.71
Average.Position.Y.320:                    -18.74
Average.Position.Z.320:                    23.43
Average.Position.X.321:                    -29.95
Average.Position.Y.321:                    -16.07
Average.Position.Z.321:                    23.47
Average.Position.X.322:                    -28.82
Average.Position.Y.322:                    -18.7
Average.Position.Z.322:                    26.14
Average.Position.X.323:                    -29.59
Average.Position.Y.323:                    -15.95
Average.Position.Z.323:                    26.14
Average.Position.X.324:                    -23.03
Average.Position.Y.324:                    -24.57
Average.Position.Z.324:                    23.48
Average.Position.X.325:                    -25.72
Average.Position.Y.325:                    -24.48
Average.Position.Z.325:                    23.39
Average.Position.X.326:                    -22.97
Average.Position.Y.326:                    -24.56
Average.Position.Z.326:                    26.15
Average.Position.X.327:                    -25.64
Average.Position.Y.327:                    -23.6
Average.Position.Z.327:                    26.12
Average.Position.X.328:                    -16.1
Average.Position.Y.328:                    -29.83
Average.Position.Z.328:                    23.49
Average.Position.X.329:                    -18.69
Average.Position.Y.329:                    -29.63
Average.Position.Z.329:                    23.43
Average.Position.X.330:                    -15.95
Average.Position.Y.330:                    -29.64
Average.Position.Z.330:                    26.14
Average.Position.X.331:                    -18.7
Average.Position.Y.331:                    -28.84
Average.Position.Z.331:                    26.15
Average.Position.X.332:                    -34.17
Average.Position.Y.332:                    2.22
Average.Position.Z.332:                    23.43
Average.Position.X.333:                    -34.2
Average.Position.Y.333:                    4.76
Average.Position.Z.333:                    23.42
Average.Position.X.334:                    -33.21
Average.Position.Y.334:                    2.19
Average.Position.Z.334:                    26.16
Average.Position.X.335:                    -33.3
Average.Position.Y.335:                    4.77
Average.Position.Z.335:                    26.19
Average.Position.X.336:                    -34.16
Average.Position.Y.336:                    -4.76
Average.Position.Z.336:                    23.43
Average.Position.X.337:                    -34.09
Average.Position.Y.337:                    -2.19
Average.Position.Z.337:                    23.41
Average.Position.X.338:                    -33.36
Average.Position.Y.338:                    -4.74
Average.Position.Z.338:                    26.13
Average.Position.X.339:                    -33.25
Average.Position.Y.339:                    -2.17
Average.Position.Z.339:                    26.12
Average.Position.X.350:                    18.74
Average.Position.Y.350:                    28.44
Average.Position.Z.350:                    22.64
Average.Position.X.351:                    18.75
Average.Position.Y.351:                    27.45
Average.Position.Z.351:                    25.49
Average.Position.X.352:                    15.89
Average.Position.Y.352:                    28.29
Average.Position.Z.352:                    25.49
Average.Position.X.353:                    16.02
Average.Position.Y.353:                    28.63
Average.Position.Z.353:                    22.7
Average.Position.X.354:                    32.72
